HID,YTIM1A01w1,YTIM1A02w1,YTIM1B01w1,YTIM1B02w1,YTIM1C01w1,YTIM1A03w1,YTIM1A04w1,YTIM1B03w1,YTIM1B04w1,YTIM1C02w1,YTIM1D01w1,YTIM1D02w1,YTIM1E01w1,YTIM1E02w1,YTIM1F01w1,YTIM1F02w1,YTIM1G01w1,YTIM1G02w1,YTIM1H01w1,YTIM1H02w1,YTIM1I01w1,YTIM1I02w1,YTIM1J01w1,YTIM1J02w1,YTIM1K01w1,YTIM1K02w1,YTIM1L01w1,YTIM1L02w1,YTIM1M01w1,YTIM1M02w1,YTIM1N01w1,YTIM1N02w1,YMDA1A00w1,YMDA1B01w1,YMDA1B02w1,YMDA1B03w1,YMDA1B04w1,YMDA1B05w1,YMDA1B06w1,YMDA1B07w1,YMDA1B08w1,YMDA1B09w1,YMDA1B10w1,YMDA1B11w1,YMDA1C01w1,YMDA1C02w1,YMDA1C03w1,YMDA1C04w1,YMDA1C05w1,YMDA1C06w1,YMDA1C07w1,YMDA1C08w1,YMDA1C09w1,YMDA1C10w1,YMDA1C11w1,YMDA1C12w1,YMDA1C13w1,YMDA1C14w1,YMDA1C15w1,YACT1A01w1,YACT1A02w1,YACT1A03w1,YACT1A04w1,YACT1A05w1,YACT1A06w1,YACT1A07w1,YACT1A08w1,YACT1A09w1,YACT2A01w1,YACT2A02w1,YACT3A00w1,YINT1A00w1,YINT1B00w1,YEDU1A00w1,YINT2A01w1,YINT2A02w1,YINT2A03w1,YINT2A04w1,YINT2A05w1,YINT2A06w1,YINT2A07w1,YINT2A08w1,YINT2A09w1,YINT2A10w1,YINT2A11w1,YINT2A12w1,YINT2A13w1,YINT2A14w1,YINT2A15w1,YINT2A16w1,YINT2B01w1,YINT2B02w1,YINT2B03w1,YINT2B04w1,YINT2B05w1,YINT2B06w1,YINT2B07w1,YINT2B08w1,YINT2B09w1,YINT2B10w1,YINT2B11w1,YINT2B12w1,YINT2B13w1,YINT2B14w1,YINT2B15w1,YINT2B16w1,YFUR1A00w1,YFUR1B00w1,YFUR2A01w1,YFUR2A02w1,YFUR2A03w1,YFUR2A04w1,YFUR2A05w1,YFUR2A06w1,YFUR2A07w1,YFUR2A08w1,YPSY1A01w1,YPSY1A02w1,YPSY1A03w1,YPSY1A04w1,YPSY1A05w1,YPSY2A01w1,YPSY2A02w1,YPSY2A03w1,YPSY2A04w1,YPSY3A01w1,YPSY3A02w1,YPSY3A03w1,YPSY3A04w1,YPSY3A05w1,YPSY3A06w1,YPSY3A07w1,YPSY3A08w1,YPSY3A09w1,YPSY3A10w1,YPSY4A01w1,YPSY4A02w1,YPSY4A03w1,YPSY4A04w1,YPSY4A05w1,YPSY4A06w1,YPSY4A07w1,YPSY4B01w1,YPSY4B02w1,YPSY4B03w1,YPSY4B04w1,YPSY4B05w1,YPSY4B06w1,YPSY4C01w1,YPSY4C02w1,YPSY4C03w1,YPSY4C04w1,YPSY4C05w1,YPSY4C06w1,YPSY4C07w1,YPSY4C08w1,YPSY4D01w1,YPSY4D02w1,YPSY4D03w1,YPSY4D04w1,YPSY4D05w1,YPSY4E01w1,YPSY4E02w1,YPSY4E03w1,YPSY4E04w1,YPSY4E05w1,YPSY4E06w1,YPSY4E07w1,YPSY4E08w1,YPSY4E09w1,YPSY4E10w1,YPSY5A01w1,YPSY5A02w1,YPSY5A03w1,YPSY5A04w1,YPSY5A05w1,YPSY5A06w1,YPSY5A07w1,YPSY5A08w1,YPSY5A09w1,YPSY5A10w1,YPSY5A11w1,YPSY5A12w1,YPSY5A13w1,YPSY5A14w1,YPSY6A01w1,YPSY6A02w1,YPSY6A03w1,YPSY6A04w1,YPSY6A05w1,YPSY6A06w1,YPSY6A07w1,YPSY6A08w1,YPSY6A09w1,YPSY6A10w1,YPSY6A11w1,YPSY6A12w1,YPSY6A13w1,YPSY6A14w1,YPSY6A15w1,YPSY6A16w1,YPSY6A17w1,YPSY6A18w1,YPSY6A19w1,YPSY6A20w1,YPSY6A21w1,YPSY6A22w1,YPSY6A23w1,YPSY6A24w1,YPSY6A25w1,YPSY6A26w1,YPSY6A27w1,YPSY6A28w1,YPSY6A29w1,YPSY6A30w1,YPSY6Ascw1,YPSY7A01w1,YPSY7A02w1,YPSY7A03w1,YPSY7A04w1,YPSY7A05w1,YPSY7A06w1,YPSY7A07w1,YPSY7A08w1,YFAM1A01w1,YFAM1A02w1,YFAM1A03w1,YFAM1A04w1,YFAM2A01w1,YFAM2A02w1,YFAM2A03w1,YFAM2A04w1,YFAM2B01w1,YFAM2B02w1,YFAM2B03w1,YFAM2B04w1,YFAM2C01w1,YFAM2C02w1,YFAM2C03w1,YFAM2C04w1,YFAM2D01w1,YFAM2D02w1,YFAM2D03w1,YFAM2D04w1,YFAM2E01w1,YFAM2E02w1,YFAM2E03w1,YFAM2E04w1,YFAM2F01w1,YFAM2F02w1,YFAM2F03w1,YFAM2F04w1,YEDU2A01w1,YEDU2A02w1,YEDU2A03w1,YEDU2A04w1,YEDU2A05w1,YEDU2A06w1,YEDU2A07w1,YEDU2A08w1,YEDU2A09w1,YEDU2A10w1,YEDU2A11w1,YEDU2A12w1,YEDU2A13w1,YEDU3A01w1,YEDU3A02w1,YEDU3A03w1,YEDU3A04w1,YEDU3A05w1,YEDU3A06w1,YEDU3A07w1,YEDU3A08w1,YEDU3A09w1,YEDU3A10w1,YEDU3A11w1,YEDU3A12w1,YEDU3A13w1,YEDU3A14w1,YDLQ1A01w1,YDLQ1A02w1,YDLQ1A03w1,YDLQ1A04w1,YDLQ1A05w1,YDLQ1A06w1,YDLQ1A07w1,YDLQ1A08w1,YDLQ1A09w1,YDLQ1A10w1,YDLQ1A11w1,YDLQ1A12w1,YDLQ1A13w1,YDLQ1A14w1,YDLQ1A15w1,YDLQ2A01w1,YDLQ2A02w1,YDLQ2A03w1,YDLQ2A04w1,YDLQ2A05w1,YDLQ2A06w1,YDLQ2A07w1,YDLQ2A08w1,YDLQ2A09w1,YDLQ2A10w1,YDLQ2A11w1,YDLQ2A12w1,YDLQ2A13w1,YDLQ2A14w1,YDLQ2A15w1,YPHY1A00w1,YPHY1B00w1,YPHY1C00w1
4745,8,10,24,0,1,8,10,24,0,1,5,7,6,5,3,4,1,1,5,7,4,7,1,1,1,1,2,3,1,2,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,2,1,1,1,2,3,1,2,4,1,2,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,4,2,4,4,4,3,3,2,3,8,2,3,2,2,1,3,3,3,1,3,1,4,4,1,1,4,3,1,4,2,2,1,2,1,1,1,2,1,1,1,1,1,2,3,1,3,3,4,1,3,3,2,3,1,1,4,2,2,1,1,1,1,1,1,1,3,4,4,4,3,4,4,4,4,4,2,2,4,4,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,-1,2,3,2,1,4,3,2,1,3,0,6,0,3,3,4,4,4,1,1,1,3,3,3,3,2,2,4,2,3,3,3,4,1,3,1,1,1,1,3,1,1,1,3,2,1,1,1,2,2,3,3,3,4,4,3,4,4,3,2,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,4
4746,7,0,24,0,3,8,30,23,30,3,3,5,5,4,6,6,1,1,3,4,3,2,4,5,5,5,1,1,1,3,3,3,1,3,3,4,3,1,3,3,4,4,3,4,3,3,3,3,2,2,3,3,3,2,2,3,3,3,2,2,1,2,2,2,1,2,1,1,4,1,1,3,2,3,3,3,3,3,3,3,3,1,1,1,1,3,2,2,3,2,3,3,3,2,3,3,3,3,3,1,2,1,2,3,2,4,4,1,4,4,4,1,3,1,4,8,2,3,2,2,1,3,2,2,3,2,2,2,3,3,3,3,3,2,3,2,3,3,3,3,3,2,3,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,2,2,2,3,3,3,3,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,3,3,3,2,3,3,2,3,3,0,4,0,3,3,3,3,2,2,1,1,3,3,3,4,2,2,2,2,3,3,4,3,2,2,2,2,3,2,3,3,3,2,3,3,2,2,2,2,2,2,2,3,3,3,2,3,2,2,2,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7
4747,7,20,23,10,3,8,30,24,30,3,5,6,6,1,1,1,3,2,4,4,3,2,2,2,7,7,4,4,3,5,3,6,1,4,3,4,4,4,3,4,4,4,3,2,3,3,3,3,2,3,2,3,3,2,3,3,3,3,2,3,2,3,4,3,2,2,1,1,1,1,1,2,2,2,2,3,4,3,2,2,3,1,1,3,3,3,2,2,3,3,2,2,2,2,2,1,1,2,3,2,2,1,3,2,3,2,5,2,2,4,1,1,1,1,1,3,3,2,3,3,2,3,2,2,2,3,3,3,3,2,3,3,3,3,2,3,2,4,3,3,3,3,3,3,3,3,3,2,3,4,3,3,2,3,1,4,3,2,3,3,3,3,4,4,3,3,4,3,2,2,3,3,3,3,2,2,3,3,3,3,3,3,2,2,2,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,3,2,2,3,2,2,3,3,4,30,5,30,3,3,3,3,3,3,2,2,4,2,3,3,3,4,2,2,2,2,3,3,3,3,3,2,4,3,3,2,3,3,3,3,2,2,3,2,2,3,2,2,3,2,2,3,2,3,2,3,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,2,1,1,1,1,1,2,1,1,1,3,3,2,4
4748,7,50,23,10,3,11,0,22,30,3,4,5,4,4,1,1,1,1,3,1,3,1,1,1,6,7,1,1,1,5,4,5,1,4,4,4,4,4,2,3,3,4,2,3,3,3,3,3,2,3,3,3,3,2,3,3,3,3,1,2,1,4,3,1,1,1,1,1,1,1,1,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,2,3,3,3,3,3,2,2,2,3,2,3,3,1,8,3,1,3,3,2,2,8,2,2,2,2,2,3,2,2,2,3,3,3,3,3,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,2,2,2,3,3,3,2,3,2,3,3,3,3,3,2,2,2,2,2,2,3,2,3,2,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,0,1,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,-1,3,2,3,2,3,3,2,2,3,0,7,0,2,3,3,3,3,3,2,2,3,3,2,3,3,3,3,2,3,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,3,3,3,3,3,3,3,2,2,3,3,3,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,0
4749,6,30,23,0,3,9,20,24,30,3,5,7,4,1,3,3,1,1,4,2,2,3,3,5,3,3,1,2,5,6,7,5,1,3,3,3,4,1,1,2,4,3,4,1,2,2,1,1,3,1,1,1,1,4,1,1,1,1,3,2,1,2,2,1,1,2,1,2,1,1,1,3,3,5,4,3,3,4,2,2,2,2,3,2,3,3,2,1,4,2,1,1,1,2,2,1,1,2,2,1,1,1,1,1,2,1,1,3,3,3,1,8,3,1,3,8,4,3,3,1,1,4,4,3,1,1,4,4,4,1,1,3,4,1,4,3,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,1,2,4,3,3,3,3,3,3,3,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,-2,2,3,3,4,3,2,3,3,6,0,12,0,3,3,3,3,2,1,1,1,3,3,3,3,2,2,2,1,2,3,2,2,2,2,2,1,3,3,3,3,3,3,3,4,3,1,1,1,2,2,2,3,3,3,3,3,3,3,3,2,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,7
4750,7,30,24,0,2,9,10,25,30,2,2,3,6,4,1,1,1,1,2,3,1,1,1,1,5,6,4,5,3,4,4,5,1,3,3,3,4,4,4,2,4,4,3,2,2,3,2,3,3,1,1,2,1,3,2,2,3,3,2,1,1,1,2,1,1,1,1,1,1,1,1,3,4,3,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,3,2,3,2,3,3,3,3,3,1,1,2,2,3,2,3,2,2,3,3,1,1,3,3,1,8,2,2,2,2,1,2,2,2,3,2,2,3,4,3,3,2,2,3,3,1,3,3,3,3,3,1,1,2,1,1,2,1,1,3,3,3,3,3,3,3,2,2,4,2,3,3,3,3,2,1,2,3,3,2,3,3,3,3,4,2,2,3,4,4,3,3,3,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,1,3,2,2,2,3,1,0,30,3,0,3,3,3,4,4,2,2,2,3,3,3,3,2,2,1,1,3,3,3,3,3,3,2,1,3,3,3,2,3,3,3,3,1,1,1,1,2,3,2,3,3,3,3,3,3,3,3,3,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0
4751,7,40,22,30,4,9,0,23,0,4,5,6,4,1,4,7,1,1,4,3,1,1,5,7,1,7,1,7,4,5,3,7,1,4,4,4,4,4,4,3,4,4,2,2,2,4,1,2,3,1,1,2,2,3,1,2,3,1,3,2,1,2,1,3,1,1,1,2,3,1,1,2,3,5,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,3,2,2,4,3,1,4,4,1,1,3,2,3,1,2,5,3,4,4,4,3,3,1,1,8,4,4,4,4,4,4,4,4,1,4,1,4,4,1,1,4,3,1,4,1,3,4,3,1,3,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,2,2,2,2,4,4,2,2,2,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,-1,3,3,2,3,1,1,3,3,14,0,20,0,4,4,4,4,1,1,1,2,2,4,2,4,3,3,3,1,3,4,4,3,2,4,1,1,4,3,3,3,3,3,3,4,1,1,1,1,1,1,3,3,3,2,3,3,3,3,3,1,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,3
4752,7,10,22,30,3,9,0,22,30,3,3,4,4,1,1,1,1,1,4,1,4,1,3,1,3,1,1,1,2,1,2,2,1,2,2,2,3,3,1,1,3,3,3,3,1,3,3,2,1,1,2,1,1,4,2,2,2,2,3,1,1,1,1,3,1,1,1,1,1,1,1,2,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,3,3,3,3,2,2,2,2,2,5,1,3,4,4,2,2,1,1,8,3,3,3,3,2,3,3,3,3,3,2,2,2,3,2,3,3,2,3,3,3,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,3,2,4,3,2,3,2,2,2,3,2,2,2,2,3,3,2,2,2,3,3,2,2,3,2,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-2,2,2,2,2,2,2,3,2,11,0,20,0,3,3,3,3,2,1,2,2,3,3,3,3,2,2,2,2,2,3,2,2,2,2,1,1,2,3,2,2,3,2,2,3,2,2,2,2,3,2,2,2,2,2,2,2,4,4,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,3
4753,7,0,23,0,3,9,0,24,0,3,3,3,5,4,2,2,1,1,3,3,2,2,3,2,4,5,1,2,3,5,3,4,1,3,3,4,4,2,3,3,4,3,2,1,2,2,2,2,3,2,2,2,1,2,2,3,3,3,3,4,3,2,3,4,1,4,4,1,4,1,1,3,6,5,3,3,3,2,1,1,1,2,2,2,2,3,2,3,4,3,1,1,2,2,3,3,3,2,2,1,1,1,2,2,2,2,3,2,1,4,3,3,3,3,1,8,3,4,4,3,3,3,4,3,1,4,3,2,3,3,2,4,3,1,3,4,3,3,2,3,2,3,3,3,2,2,2,3,1,2,2,3,3,4,1,2,2,2,2,2,2,2,2,3,3,3,3,3,2,2,2,3,2,3,3,2,3,2,2,3,3,3,3,3,2,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,6,4,3,3,2,3,4,2,2,2,30,4,0,3,4,4,4,4,4,1,1,3,4,4,2,4,4,4,1,4,4,4,4,4,4,4,1,4,3,3,3,3,3,3,4,4,1,2,1,1,1,4,3,2,3,3,3,3,3,2,2,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,0
4754,6,0,21,30,2,6,0,21,30,2,7,7,6,6,1,1,6,6,4,4,2,2,1,1,7,7,1,1,5,5,7,7,1,4,3,4,4,4,4,4,4,4,4,4,2,4,4,3,2,3,3,3,2,2,2,3,3,3,2,3,2,2,2,3,1,2,1,2,2,1,1,3,3,3,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,3,2,2,2,2,3,3,3,3,3,2,2,2,2,2,2,3,1,4,4,4,4,4,4,4,8,3,3,3,2,2,3,3,4,4,4,3,2,3,3,3,3,3,2,3,4,4,4,4,4,4,4,4,4,3,3,3,3,4,4,4,4,4,4,2,2,4,3,2,3,3,4,3,3,2,3,3,3,2,3,2,4,4,4,4,4,4,4,3,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,4,2,4,3,4,4,2,3,4,0,6,0,3,4,4,4,3,1,1,1,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,2,2,1,1,1,2,3,4,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1
4755,6,40,22,0,3,11,0,24,0,4,4,4,5,1,1,1,4,1,2,2,2,2,2,2,3,3,2,2,1,1,5,5,1,4,3,3,4,4,2,3,4,3,4,2,2,2,3,2,3,1,1,1,1,3,1,1,1,2,3,3,2,2,1,3,2,2,3,2,2,2,1,4,3,5,4,4,4,4,3,4,4,4,3,4,4,4,4,4,3,4,2,2,2,2,2,1,1,1,1,1,2,1,1,1,1,1,5,3,4,4,4,3,4,3,4,8,3,3,3,3,3,3,3,4,4,4,1,4,4,1,1,4,4,2,4,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,4,3,4,4,4,4,4,4,4,4,4,4,3,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,3,3,3,3,3,3,3,2,3,0,5,0,4,4,4,4,4,1,1,1,4,4,4,4,3,2,2,1,4,4,4,4,2,3,2,1,4,4,3,3,3,3,3,4,2,1,1,1,1,3,3,3,2,3,3,3,3,3,2,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,4
4756,7,0,25,0,3,9,20,25,40,3,7,7,5,1,1,1,7,1,1,1,5,4,1,1,4,5,1,1,1,1,6,6,1,4,3,4,4,3,3,4,4,4,4,4,3,3,2,3,2,2,2,2,2,3,2,2,3,2,2,4,2,3,4,4,1,3,4,4,4,4,1,4,2,4,3,3,3,4,2,3,2,2,2,2,2,3,2,2,3,2,1,1,2,1,2,2,1,3,3,2,2,2,3,3,2,3,4,2,4,4,4,4,4,3,4,8,2,2,2,2,2,3,2,3,3,2,2,2,2,3,3,3,3,3,3,3,2,2,4,3,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,3,3,3,2,3,3,2,2,3,3,4,3,3,3,3,3,3,3,3,4,3,3,4,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,1,1,1,3,2,3,3,2,3,2,3,1,4,0,8,0,3,3,3,3,1,2,2,1,3,3,3,3,2,3,1,1,3,4,3,3,2,3,2,3,4,4,4,4,4,3,4,3,3,1,4,1,2,2,2,3,2,3,3,3,3,3,2,2,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,5
4757,6,30,25,0,1,10,20,29,20,3,6,7,1,1,7,7,5,1,2,2,6,7,3,4,7,7,1,1,1,1,4,1,1,4,4,3,4,4,4,2,4,4,4,4,1,1,1,1,4,2,2,2,2,4,1,1,1,3,2,2,2,2,2,4,1,2,4,2,4,1,1,2,2,3,2,2,2,2,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1,3,1,1,3,4,4,3,3,2,3,1,3,5,2,3,3,3,1,2,3,1,8,1,2,2,1,1,3,3,1,1,1,3,3,2,3,3,3,3,3,3,1,1,3,1,2,2,1,3,2,1,1,3,2,3,4,4,3,4,4,3,2,1,2,2,2,3,4,2,3,3,1,2,2,1,4,2,3,3,2,3,3,3,4,2,2,3,3,4,4,4,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-4,3,4,2,2,2,2,3,3,9,30,15,30,4,4,4,4,1,1,1,1,4,4,4,4,2,1,1,1,3,3,4,4,1,1,1,1,3,1,1,1,4,1,1,4,2,1,2,1,3,2,2,4,2,4,3,2,3,4,2,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,4
4758,6,50,23,50,4,10,0,25,0,4,7,7,5,1,4,4,4,1,4,4,3,3,5,5,6,6,2,2,6,6,6,4,1,4,4,4,4,4,3,4,4,3,3,2,2,3,2,2,3,2,2,2,2,3,2,2,2,2,3,4,2,4,4,4,3,4,4,4,4,3,1,6,3,5,4,3,4,4,3,3,3,2,2,2,3,3,2,2,3,3,4,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1,5,2,4,4,4,4,4,2,3,8,4,4,4,4,4,4,4,4,1,4,1,4,4,1,1,4,2,1,4,4,3,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,4,4,4,4,4,3,4,4,4,4,4,4,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,1,0,5,2,4,2,4,2,2,3,3,5,0,10,0,4,4,4,4,4,1,1,1,4,4,4,4,4,4,3,1,4,4,4,3,3,3,2,2,4,4,4,4,4,4,3,4,4,1,1,1,1,2,2,3,3,3,3,4,4,3,4,4,4,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,0
4759,7,0,23,0,4,10,0,23,0,4,3,4,2,2,3,3,5,5,2,2,1,2,4,4,6,6,1,1,2,2,4,4,1,4,3,4,3,3,4,4,4,4,4,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1,1,2,2,3,3,3,3,3,3,2,3,3,3,3,2,3,3,3,3,3,2,2,2,2,3,3,2,3,2,3,3,3,2,3,2,2,2,3,1,1,1,2,2,2,2,2,3,3,2,2,2,1,1,1,8,3,3,3,3,2,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,2,2,2,2,2,2,3,3,2,3,3,2,3,3,2,3,3,2,3,3,2,2,1,2,3,2,3,2,2,2,2,3,2,2,3,4,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,3,3,3,3,3,3,3,2,0,5,0,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,2,2,2,2,3,3,3,3,3,3,2,2,3,3,3,3,3,2,3,2,2,2,2,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,0
4760,7,0,23,0,2,12,0,25,30,4,4,4,1,1,1,1,2,1,1,1,4,3,3,3,6,7,1,1,3,4,7,1,1,4,3,1,2,3,2,1,3,4,2,4,2,1,3,2,4,4,2,4,3,2,1,4,4,2,1,1,1,1,2,3,1,2,4,1,1,1,1,2,2,3,4,3,3,3,2,2,2,1,2,1,1,2,2,2,3,1,3,1,2,1,2,1,1,3,3,3,2,1,4,3,2,2,4,2,3,4,2,8,1,1,1,8,1,3,1,2,1,2,3,3,3,2,3,2,3,3,2,3,3,3,2,2,3,2,1,2,3,2,2,2,2,3,3,3,4,4,4,4,4,4,3,3,2,3,1,2,1,4,4,4,3,1,4,3,2,1,3,3,2,3,3,2,2,3,3,3,2,2,2,3,2,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,5,3,3,2,3,3,3,4,2,1,30,3,0,3,3,3,4,4,1,1,2,1,4,4,3,3,2,1,1,3,4,3,3,1,1,1,1,1,4,2,2,3,3,3,3,2,1,1,2,3,1,1,1,1,1,1,2,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0
4761,6,50,21,40,3,10,0,22,0,3,5,5,5,5,4,4,5,5,5,5,3,3,7,7,4,4,3,3,2,2,7,7,1,4,3,4,4,4,4,4,4,4,4,3,2,2,2,2,3,1,2,2,2,3,2,2,3,3,3,3,3,3,4,3,2,3,3,2,4,2,1,3,3,4,4,4,4,4,3,3,3,3,3,3,3,3,3,2,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,4,1,1,4,1,1,1,8,3,3,3,3,3,3,3,3,2,3,2,3,3,2,2,3,3,2,3,3,2,2,2,3,2,2,2,3,2,2,2,2,3,3,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,2,2,2,2,2,4,3,3,3,3,3,3,3,3,3,3,3,3,4,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,1,1,4,3,3,3,3,3,2,3,3,5,0,10,0,4,4,4,4,4,2,2,2,4,3,3,3,3,3,3,2,3,3,3,3,3,3,2,2,3,3,3,2,3,3,3,3,3,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,7
